aff_raw,count
XiaoMi AI Lab,24
"The Hong Kong University of Science and Technology (Guangzhou), China",24
"Hupan Lab, 310023, Hangzhou, China",24
"Department of Computing Science, University of Alberta, Canada",24
"MoE Key Lab of Artificial Intelligence, AI Institute, Shanghai Jiao Tong University, China",24
Gran Sasso Science Institute,24
Siemens AG,24
Institute of Mathematics Polish Academy of Sciences,24
IDEAS NCBR Sp.,24
Intuit AI Research,24
", University of Texas at Austin",24
Apple AI/ML,24
Fujitsu Research and Development Center Co. Ltm.,24
"Institute for Computer Graphics and Vision, Graz University of Technology, Graz, Austria",24
"Department of Computer Science, University of York, York YO10 5GH, UK",24
"School of Computer, National University of Defense Technology, Changsha, China, 410073",24
Chinese University of Hong Kong (Shenzhen),24
Lomonosov Moscow State University,24
Université de Sherbrooke,24
Seoul National University of Science and Technology,24
"Department of Computer Science and Technology, Tsinghua University, Beijing 100084, China",24
DGIST,24
"Beijing Jiaotong University, China",24
"Harbin Institute of Technology, Weihai, China",24
Polish Academy of Science,24
University of Bern,24
"Department of Artificial Intelligence, School of Informatics, Xiamen University",24
"Academy for Engineering & Technology, Fudan University",24
"School of Electronic and Information Engineering, South China University of Technology",24
"National Engineering Research Center for Big Data Technology and System, Services Computing Technology and System Lab, Cluster and Grid Computing Lab, School of Computer Science and Technology, Huazhong University of Science and Technology, China",24
Université de Nice-Sophia Antipolis,24
City University of Hong Kong Shenzhen Research Institute,24
"Department of Artificial Intelligence, Korea University, Seoul, South Korea",24
University of California Berkeley,24
"Physics & Informatics Lab, NTT Research, Inc.",24
Inception Institute of Artiﬁcial Intelligence,24
"Department of Electrical and Computer Engineering, Rutgers University",24
"School of Informatics, University of Edinburgh, UK",24
"Indian Institute of Technology Hyderabad, India",24
"School of Computer Science, Peking University, China",24
ChungAng University,24
"1School of Computer Science, Fudan University",24
Ludwig Maximilian University of Munich,24
"College of Computer Science, Sichuan University, Chengdu 610065, China",24
"Department of Artificial Intelligence, Yonsei University",24
HKU,24
"School of Software, Beihang University, Beijing, China",24
"School of Cyber Security, University of Chinese Academy of Sciences, China",24
"School of Computer Science, University of Waterloo",24
"PCA Lab, Key Lab of Intelligent Perception and Systems for High-Dimensional Information of Ministry of Education",24
"Huazhong University of Science and Technology (HUST), China",24
"School of Computer Science and Technology, Huazhong University of Science and Technology, Wuhan, China",24
"Indian Institute of Technology, Bombay, Dhirubhai Ambani Institute Of Information and Communication Technology",24
"CCAI, Zhejiang University",24
LINE Corporation,24
Yahoo Research,24
"Ping An Technology (Shenzhen) Co., Ltd.",24
"School of Computer Science and Technology, Beijing Institute of Technology, China",24
"School of Software, BNRist, Tsinghua University, China",24
"Department of Computer Science, City University of Hong Kong, Hong Kong, China",24
"AIR, Tsinghua University",24
"Department of Computing, The Hong Kong Polytechnic University, HKSAR, China",24
"Karlsruhe Institute of Technology, Karlsruhe, Germany",24
"School of Computer Science and Technology, Xi’an Jiaotong University, China",23
"Mathematical Sciences, California Institute of Technology",23
"York University, Canada",23
Shanghai Key Laboratory of Trusted Data Circulation and Governance in Web3,23
"The MOE Key Laboratory of Computational Linguistics, Peking University, China",23
"Center for Research on Intelligent Perception and Computing, CASIA",23
"TU Wien, Austria",23
"Toyota Research Institute (TRI), Los Altos, CA",23
"Department of Computer Science and Technology, Tongji University, Shanghai, China",23
"State Key Laboratory of Software Development Environment, Beihang University",23
"Graduate School of Informatics, Kyoto University",23
Institut Supérieur de l'Aéronautique et de l'Espace,23
Amazon Alexa Natural Understanding,23
"School of Engineering, Westlake University, China",23
RPTU Kaiserslautern-Landau,23
Abacus.AI,23
Southwest University,23
University of California Riverside,23
"Indian Institute of Technology, Kharagpur",23
"Key Laboratory of Computational Intelligence and Chinese Information Processing of Ministry of Education, Shanxi University, Taiyuan, China",23
"Blavatnik School of Computer Science, Tel Aviv University",23
"Underwater Vision Lab, Ocean University of China",23
Nanchang University,23
"Australian National University, Canberra, Australia",23
"Institute for Advanced Algorithms Research, Shanghai",23
Friedrich-Alexander Universität Erlangen-Nürnberg,23
"Department of Informatics, Modeling, Electronics and System Engineering, University of Calabria, Italy",23
"Department of Computer Science and Information Sciences Institute, University of Southern California",23
"School of Computer Science and Information Engineering, Hefei University of Technology, China",23
Guangxi Normal University,23
NVIDIA AI Technology Center,23
TU Wien Vienna University of Technology,23
"WeChat AI, Tencent",23
"School of Data Science and Engineering, East China Normal University",23
"Shenzhen Institute for Advanced Study, University of Electronic Science and Technology of China",23
Indian Institute of Technology Jodhpur,23
"University of Stuttgart, Germany",23
Ulm University,23
"SKL of Processors, Institute of Computing Technology, CAS, Beijing, China",23
eBay Inc.,23
"College of Information and Computer Sciences, University of Massachusetts Amherst",23
State Key Lab of Intelligent Technology and Systems,23
Xinjiang University,23
XJTLU,23
"Fudan University, Shanghai, China",23
"Department of Computer Science and Technology, Tongji University",23
Institute of Science Tokyo,23
"StatNLP Research Group, Singapore University of Technology and Design",23
"Australian Artificial Intelligence Institute, FEIT, University of Technology Sydney",23
Pinscreen,23
Sorbonne Universite,23
Alana AI,23
"ReLER Lab, AAII, University of Technology Sydney",23
Koc University,23
"Key Laboratory of Symbolic Computation and Knowledge Engineering (Jilin University), Ministry of Education, China",23
Amazon AWS AI Labs,23
"Meituan Group, Beijing, China",23
Ford Motor Company,23
DFKI,23
IIT Madras,23
"School of Software Engineering, South China University of Technology, Guangzhou, China",23
"Institute of Deep Learning, Baidu Research, Beijing, China",23
"SketchX, CVSSP, University of Surrey",23
"Centre for Mathematical Sciences, Lund University",23
"Reality Labs Research, Meta",23
University of Liège,23
"IIIT Delhi, India",23
"Rochester Institute of Technology, USA",23
Boston Dynamics AI Institute,23
Universität Hannover,23
Xiaohongshu Inc.,23
"School of Artificial Intelligence, University of Chinese Academy of Sciences, China",23
Universität Kassel,23
"College of Computer and Data Science, Fuzhou University",23
"Advanced Digital Sciences Center, Singapore",23
Samsung AI Cambridge,23
Beijing Institute for General Artificial Intelligence (BIGAI),23
UNSW Sydney,23
University of Nebraska-Lincoln,22
"Hikvision Research Institute, China",22
TU Dresden,22
"Beijing Key Laboratory of Big Data Management and Analysis Methods, Beijing, China",22
"Institute for Logic, Language and Computation, University of Amsterdam",22
Queen's University Belfast,22
"MBZUAI, Abu Dhabi, UAE",22
Quan Cheng Laboratory,22
"Department of Computer Science and Engineering (DISI), University of Bologna, Italy",22
University of Potsdam,22
Cruise LLC,22
RIKEN Center for Advanced Intelligence Project,22
Uber ATG,22
Mitsubishi Electric Research Laboratories (MERL),22
"School of Electronic Science and Engineering, Nanjing University",22
Barcelona Supercomputing Center,22
National Tsinghua University,22
"University of Illinois at Urbana-Champaign, IL, USA",22
AMD,22
"Saarland University, Saarland Informatics Campus, Germany",22
"Baidu Inc, Beijing, China",22
Centrum voor Wiskunde en Informatica,22
Beijing Institute of Computer Technology and Application,22
"International Digital Economy Academy, International Digital Economy Academy",22
University of Miami,22
"Department of Computer Science, University of Illinois, Urbana Champaign",22
"Applied Artificial Intelligence Institute (A2I2), Deakin University, Geelong, Australia",22
Ruhr-Universität Bochum,22
"Institute of Logic and Computation, TU Wien, Austria",22
"Dept. of CSE, HKUST",22
"Shanghai Institute for Advanced Study, Zhejiang University",22
Jiangxi Normal University,22
German Aerospace Center (DLR),22
"Media Analytics and Computing Lab, Department of Artificial Intelligence, School of Informatics, Xiamen University",22
"State Key Laboratory of VR Technology and Systems, School of CSE, Beihang University",22
"Institute for Computer Graphics and Vision, Graz University of Technology",22
"Microsoft Research, India",22
Ben-Gurion University,22
"Department of Informatics, Technical University Munich",22
"X-LANCE Lab, Department of Computer Science and Engineering",22
Queen’s University Belfast,22
"Korea Advanced Institute of Science and Technology (KAIST), Daejeon, South Korea",22
"Dept. of Electrical and Computer Engineering, Seoul National University",22
4Paradigm Inc.,22
Mayo Clinic,22
"Chinese University of Hong Kong, Shenzhen",22
"Center for Future Media, University of Electronic Science and Technology of China",22
"School of Computer Science and Engineering, Sun Yat-Sen University, China",22
Shandong Normal University,22
Snap Research,22
Universität Paderborn,22
LMU,22
Universitat de Barcelona,22
"University of Leeds, UK",22
"National Key Lab of General AI, School of Intelligence Science and Technology, Peking University",22
Wenzhou University,22
"Netease, Fuxi AI Lab",22
Helmholtz AI,22
University of Illinois at Urbana Champaign,22
Universita della Svizzera Italiana,22
"HiTZ Center - Ixa, University of the Basque Country UPV/EHU",22
Meituan Group,22
"Center for Future Media & School of Computer Science and Engineering, University of Electronic Science and Technology of China, China",22
